yapim_adi,senaryo_ozeti,label,yapim_yili,_parent,is_augmented,label_id
Tozkoparan İskender [aug1],"Osmanlı’nın o her bir taşında bir adaletin yankılandığı 16. yüzyılından
günümüz İstanbul’una, gizemli bir zaman makinesiyle gelen efsanevi okçu İskender’in hayatta kalma
ve uyum sağlama mücadelesi anlatılır. İskender’in o altın varaklı saray odalarından, modern okulun o
neon ışıklı ve gürültülü sınıflarına düşmesi hikayedeki en büyük fantastik kırılma noktasıdır. Karakterin
elindeki o sarsılmaz yay ve sırtındaki sadak, onun dünyaya karşı olan o dürüst ruhunu yansıtan bir
ayna gibidir; ancak modern dünyadaki o teknolojik cihazlar ve yapay kurallar bu özgürlüğe karşı duran
tekinsiz birer unsurdur. İskender’in, okulun en haylaz öğrencileriyle bir takım kurup onlara okçuluk
öğretmesi hikayenin ritmini tırmandıran atmosferik detaylar sunar. Karakterlerin kendi aralarındaki
'vatan neresidir?' ve 'adalet nedir?' temalı vakur tartışmaları, Osmanlı’nın o asil ruhunun yeni nesilde
nasıl yankılandığını belgeler.",Fantastik,2021.0,tozkoparan i̇skender,True,2
Kurtlar Vadisi Irak,"Çuval Olayı’nın ardından sarsılan askeri onuru kurtarmak ve Türk
askerlerine yapılan haksızlığın hesabını sormak için Irak’ın o tozlu, tehlikeli ve barut kokulu
topraklarına giden Polat Alemdar’ın mücadelesi, sınır hattındaki o sarsıcı baskınla başlar. Kuzey Irak’ın
o her köşesi yıkık dökük binalarla ve kontrol noktalarıyla dolu atmosferi, savaşın acımasız yüzünü
yansıtan bir ayna gibidir; Amerikan subayı Marshall’ın karargahı ise bu zulmün tekinsiz merkezidir.
Polat’ın, bir pazar yerinde düzenlenen canlı bomba eylemini önlemeye çalışması veya Türkmen
köylerindeki o büyük kırıma şahit olması hikayedeki en büyük kırılma noktalarıdır. Çölün o yakıcı
sıcağı, gece yarısı helikopter sesleriyle yırtılan o mutlak sessizlik ve petrol kuyularının dumanlı
görüntüsü, aksiyonu besleyen duyusal detaylardır. Karakterlerin kendi aralarındaki 'vatan' ve 'intikam'
temalı vakur konuşmaları, Türk milliyetçilik ruhunun sınır ötesindeki sinematik birer yansımasıdır.
Polat’ın, Marshall’ın malikanesini bastığı o şafak vakti ve teke tek hesaplaştıkları o sarsıcı an, adaletin
kanla arandığı fiziksel bir zirvedir. Şehrin üzerine çöken o ağır barut dumanı ve ardından gelen
sağanak yağmur, bir arınma sürecini temsil eder. Karakterlerin kendi inançları uğruna feda ettikleri
hayatlar, dramaturjinin en yüksek katmanını oluşturur. Finalde, operasyonun tamamlanmasının
ardından tozlu bir cipin içinde sınıra doğru ilerleyen Polat’ın o vakur silüeti, 'bir gece ansızın
gelebiliriz' mesajını vurgulayan destansı bir kapanış sunar. Mezopotamya’nın güneşi, bu kanlı
hesaplaşmanın izlerini ebediyen o çöllerin derinliğine gömecektir.",Aksiyon,2006.0,kurtlar vadisi irak,False,0
Yumurta (film),"İzmir’in o her köşesi tarih kokan sakin bir kasabasına ( Tire), annesinin
ölümüyle yıllar sonra geri dönen bir şairin ( Yusuf), kendi kökleriyle ve geçmişiyle yaptığı o sarsıcı
hesaplaşma anlatılır. Yusuf’un yaşadığı o her köşesi kitaplarla dolu sessiz odası ile kasaba pazar
yerindeki o samimi köylüler arasındaki uçurum, karakterin aidiyet krizini yansıtan bir ayna gibidir;
ancak bir gün annesinden emanet kalan Ayla ile yaptığı o sessiz dertleşmeler bu monotonluğu bozan
en büyük kırılma noktasıdır. Tire’nin o dumanlı dağ yolları, tozlu pazar yerleri ve gece yarısı vapur
iskelelerinde değil de göl kıyısında yapılan o yürüyüşler, bir devrin sosyokültürel yapısını belgeler.
Karakterlerin kendi aralarındaki 'vatan neresidir?' temalı derin dertleşmeleri, Anadolu insanının o
sarsılmaz iradesini yansıtan sinematik zirvelerdir. Bir gün kasabada patlak veren büyük bir kaza veya
bir kayıp haberi, tüm sükunetin yerini sarsıcı bir keşfe bıraktığı zirve noktasıdır. Yusuf’un, aynaya
baktığında o eski 'şehirli' kimliğini değil de birer 'kasabalı' gördüğü o an, ruhsal bir arınma sürecinin
parçasıdır. Şehrin neon ışıklı yolları yerine Ege’nin o dingin doğası arasındaki tezatlık, karakterin
aidiyet sorgulamasını simgeler. Karakterlerin kılık değiştirmeleri değil de karakterlerin aynadaki
yansımasına bakarak yaptığı o hıçkırık dolu hesaplaşmalar, sevginin her türlü engeli aşacağını
gösteren sinematik kanıtlardır. Final sahnelerinde, annesinin vasiyetini yerine getiren Yusuf’un bir
yumurta tepsisiyle yolda yürüdüğü ve gökyüzüne baktığı o huzurlu kare, hayatın bir devridaimden
ibaret olduğunu vurgulayan sarsıcı bir kapanış sunar. İzmir’in akşam sisi, bu yaralı şairin hatırasını
ebediyen o topraklar arasında saklayacaktır.",Dram,2007.0,yumurta,False,1
Eyyvah Eyvah,"Çanakkale’nin o her köşesi deniz kokan, samimi ve neşeli Geyikli kasabasında,
klarnet çalarak hayatını kazanan saf ve altın kalpli Hüseyin Badem’in, hayatının en büyük sırrını
öğrenip İstanbul’un o devasa karmaşasına doğru yola çıkmasıyla hikaye başlar. Geyikli’nin o dar
sokakları, asılı duran balık ağları ve mahalle kahvesindeki o neşeli klarnet tınıları, Hüseyin’in o güne
kadar süren küçük dünyasını yansıtan bir ayna gibidir; ancak bir mektup ile babasının İstanbul’da
olduğunu öğrenmesi bu huzuru bozan en büyük kırılma noktasıdır. İstanbul’un neon ışıklı pavyonları,
kalabalık meydanları ve tekinsiz gece kulüpleri, Hüseyin’in o saflığı ile tam bir tezat oluşturan tekinsiz
atmosferik mekanlardır. Hüseyin’in, bir gece kulübü şarkıcısı olan Firuzan ile tanışması ve onunla
birlikte babasını arama macerasına atılması, hikayenin ritmini tırmandıran sinematik birer köprü
sunar. Firuzan’ın yaşadığı o dağınık, her köşesi sahne kostümleriyle dolu evi ile Hüseyin’in köyündeki
o tertemiz dünyası arasındaki uçurum, toplumsal zıtlıkları belgeler. Karakterlerin kendi aralarındaki o
'eyyvah eyvah' diyerek yaptıkları o komik atışmalar ve Hüseyin’in klarnetinden yükselen o yanık
ezgiler, Türk insanının o sönmeyen yaşama sevincini yansıtan duyusal detaylardır. Bir gün babasının
aslında bir kabadayı veya ünlü biri olduğunun anlaşılması, gerilimin kahkahayla harmanlandığı sarsıcı
bir zirve noktası yaratır. Şehrin lüks restoranlarındaki o sakar halleri ve Hüseyin’in pazarlık yapma
çabası, karakterin aidiyet sorgulamasını simgeleyen hüzünlü birer ayna işlevi görür. Bir gece yarısı
Boğaz kenarında gerçekleştirilen o son ve büyük hesaplaşma veya dertleşme, dostluğun ve ailenin her
şeyden önemli olduğunu gösteren duygusal bir zirvedir. Karakterlerin kılık değiştirmeleri ve düğün
sahneleri, izleyiciyi kahkahaya boğan sinematik birer imzadır. Finalde, Hüseyin’in babasına kavuşup
Geyikli’ye, sevdiği kız Müjgan’ın yanına geri döndüğü o huzurlu kare, mutluluğun şatafatta değil
kalplerde olduğunu vurgulayan neşeli bir kapanış sunar. Çanakkale’nin akşam güneşi, bu 'has
mahalleli' klarnetçinin samimi gülümsemesiyle parlayarak huzurlu bir hayatın kapılarını aralar.",Komedi,2009.0,eyyvah eyvah,False,3
Reaksiyon,"Ankara’nın o gri, bürokratik ve sarsılmaz ideallerle örülü sokaklarında, bir yanda
devletin en üst kademelerine sızmış olan gizli bir örgüt, diğer yanda ise vatanı korumak adına bir
araya gelen üç özel harekatçının hikayesi anlatılır. Emniyet binasının metalik odaları, meşalelerle
aydınlanan değil de yüksek teknolojili cihazlarla korunan ofisleri, karakterlerin sakladıkları o 'gizli'
sırları yansıtan buz gibi bir ayna gibidir; şehrin zirvesindeki holding binaları ise bu karanlığın merkezini
simgeler. Bir uyuşturucu baronuna karşı başlatılan dev operasyonun en kritik anında telsizlerin
kesilmesi hikayedeki ilk büyük kırılma noktasıdır. Şehrin yer altı kumarhaneleri, izbe depolar ve gece
yarısı sirenlerin yankılandığı ıssız otoyollar, karakterin kaçış ve takip planlarını kurguladığı atmosferik
mekanlardır. Karakterlerin kendi aralarındaki 'vatan' ve 'sadakat' temalı sert hesaplaşmaları, Türk
aksiyon sinemasının o sarsılmaz ruhunu belgeler. Bir gün emniyet içindeki bir hıyanetin ortaya
çıkması ve en yakın dostların birbirlerine silah doğrultması, dramaturjinin en yüksek katmanını
oluşturur. Şehrin üzerine çöken o ağır barut dumanı ve ardından gelen sağanak yağmur, karakterlerin
o güne kadar biriktirdiği tüm öfkenin arınma sürecini temsil eden duyusal detaylardır. Bir gece vakti
Boğaz kenarında gerçekleştirilen o son ve büyük hesaplaşma, adaletin kanla arandığı sinematik bir
zirve noktasıdır. Karakterin, aynaya baktığında o eski dürüst yüzünü bir daha görememesi ama bir
'adalet savaşçısı' olduğunu anlaması, içsel birer ayna etkisi yaratır. Final sahnelerinde, suçluların
adalete teslim edilmesinin ardından Ankara’nın boş sokaklarında yankılanan o son siren sesi, bir
devrin kapanışını ve onurun baki kaldığını vurgulayan destansı bir kapanış sunar. Ankara’nın sabah
sisi, bu büyük kahramanlığın izlerini ebediyen kendi içinde saklayacaktır.",Aksiyon,2014.0,reaksiyon,False,0
Babam ve Oğlum,"1980 darbesinin gölgesinde, İstanbul’un siyasi karmaşasından kaçıp
Ege’nin güneşli ve uçsuz bucaksız zeytinliklerine sığınan Sadık’ın hikayesi, çocukluk evi olan o heybetli
çiftlikte başlar. Çiftliğin o her köşesi yaşanmışlık kokan geniş avlusu ve toprağın kokusu, Sadık’ın
küskün olduğu otoriter babası Hüseyin Efendi’nin sarsılmaz egemenliğini yansıtan devasa bir ayna
gibidir. Sadık’ın annesiz büyüttüğü küçük oğlu Deniz’in masumiyeti, bu sert ve dilsiz baba-oğul
savaşının ortasında yeşeren tek umut ışığıdır. Şehrin soğuk cezaevi koğuşlarında sağlığını kaybeden
Sadık’ın, karlı bir kış günü baba ocağına geri dönmesiyle hikayedeki o büyük duygusal kırılma
gerçekleşir. Evin tavan arasındaki tozlu hatıralar ve Deniz’in hayal dünyasındaki süper kahramanlar,
ailenin trajik geçmişiyle bugününü birleştiren atmosferik köprülerdir. Hüseyin Efendi’nin, oğlunun
elini sıkmak yerine toprağına sarılması, Anadolu insanının gururunu ve dilsiz sevgisini belgeler. Bir
gece yarısı bahçedeki ulu ağacın altında yapılan o sarsıcı hesaplaşma, yıllardır biriken öfkenin yerini
hıçkırıklara bıraktığı sarsıcı bir zirve noktasıdır. Şehrin neon ışıklı yolları ile Ege’nin dingin doğası
arasındaki tezatlık, Sadık’ın aidiyet sorgulamasını yansıtan birer ayna işlevi görür. Sadık’ın hastalığının
ilerlemesiyle çiftlik evinin sessizliğe bürünmesi, veda vaktinin yaklaştığını hissettiren melankolik bir
atmosfer sunar. Hüseyin Efendi’nin, oğlunu kaybetme korkusuyla kollarını açıp 'evlat' diye haykırdığı
o meşhur sahne, dramaturjinin ulaştığı en yüksek trajik katmandır. Deniz’in odasındaki o eski radyo
ve sarkan fenerler, masumiyetin her türlü siyasi yıkımdan daha dirençli olduğunu simgeler.
Karakterlerin birbirlerine dürüstçe sarıldıkları o son akşam yemeği, bir ailenin yeniden doğuşunu
belgeler. Finalde, Hüseyin Efendi’nin kollarını açarak oğlunun gidişine bakışı ve Deniz’i kucaklayışı,
sevginin tüm engelleri aştığını vurgulayan sarsıcı bir kapanış sunar. Ege’nin akşam güneşi, bu yaralı
ama birleşmiş ailenin üzerine doğarak sonsuz bir huzuru müjdeler.",Dram,2005.0,babam ve oğlum,False,1
"Kanlı Nigâr (film, 1981)","19. yüzyılın o her bir taşında bir adaletin yankılandığı eski İstanbul
mahallelerinde, yıllar önce uğradığı haksızlıkların intikamını almak için bir pavyon veya randevuevi
işleten Kanlı Nigâr’ın hikayesi, mahalle meydanındaki o dumanlı atmosferde başlar. Nigâr’ın o her
köşesi kırmızı kadife perdelerle ve kristal aynalarla süslü evi, onun dünyaya karşı olan o hırçın isyanını
yansıtan bir ayna gibidir; ancak eski sevgilisinin ( Abdi) mahalleye geri dönmesi bu huzuru bozan en
büyük komik kırılma noktasıdır. Mahallenin dar, taş duvarlı sokakları ve her köşesinde racon kesilen
kahvehaneleri, karakterlerin o güne kadar kurduğu o sarsılmaz dünyasını yansıtan atmosferik
mekanlardır. Nigâr’ın, kendisine haksızlık yapan tüm adamları tek tek birer tuzağa düşürmesi ve
onlara unutulmaz hayat dersleri vermesi hikayenin ritmini tırmandıran sinematik birer zirve
noktasıdır. Karakterlerin kendi aralarındaki o 'has İstanbullu' şiveleriyle yaptıkları o içten ama bir o
kadar da ağır atışmalar, Türk insanının o sönmeyen neşesini belgeler. Bir gün mahalledeki o eski
konağın yıkılma tehlikesiyle karşı karşıya kalınması veya bir baskın haberi, tüm mahalleliyi tek vücut
haline getiren duygusal birer dönemeçtir. Nigâr’ın, o sert kabuğunun altındaki o saf ve masum aşkı bir
türlü kalbine gömememesi, dramaturjinin en samimi katmanını oluşturur. Karakterlerin kılık
değiştirmeleri ve düğün sahneleri, izleyiciyi kahkahaya boğan sinematik birer imzadır. Bir gece yarısı
mahalle meydanında yakılan ateş etrafında toplanan halkın o birlik görüntüsü, tüm küslüklerin bittiği
ve sevginin kazandığı muazzam bir zirvedir. Şehrin neon ışıklı yolları ile mahallenin o loş sokakları
arasındaki geçişler, karakterin aidiyet sorgulamasını simgeler. Finalde, Nigâr’ın tüm düşmanlarını dize
getirdikten sonra sevdiği adamın elini tutup mahallede yürüdükleri o huzurlu kare, samimiyetin her
türlü gösterişi yendiğini vurgulayan neşeli bir kapanış sunar. İstanbul’un akşam güneşi, bu 'kanlı' ama
altın kalpli kadının samimi gülümsemesiyle parlayarak huzurlu bir hayatın kapılarını aralar.",Komedi,1981.0,kanlı nigâr,False,3
Karagül,"Şanlıurfa’nın Halfeti ilçesinde, Fırat’ın hırçın sularının kıyısında ve siyah güllerin açtığı
o mistik atmosferde, kocasının kaybıyla başlayan bir sır perdesini aralamaya çalışan Ebru’nun
hikayesi, Şamverdi Konağı’nın o devasa kapısında başlar. Konağın o yüksek, taş duvarlı ve her
köşesinde sırlar saklanan salonları, Ebru için birer hapishane atmosferi sunarken; Fırat Nehri’nin o
derin sessizliği karakterlerin üzerindeki o ağır 'töre' baskısını yansıtan devasa bir ayna gibidir.
Ebru’nun, aslında en büyük düşmanı olan kayınbiraderi Kendal ile girdiği o amansız savaş, hikayede
vicdanın sustuğu en büyük kırılma noktasıdır. Halfeti’nin o dar, labirent gibi sokakları, baharat kokulu
pazar yerleri ve gece yarısı ay ışığında parlayan sular, dramatik gerilimi her saniye tırmandıran
atmosferik detaylardır. Ebru’nun, yıllar önce öldü sanılan oğlunun aslında o konakta büyüdüğünü
öğrendiği o ilk saniye, karakterin iç dünyasındaki tüm dengelerin altüst olduğu duygusal bir zirve
noktası yaratır. Karakterlerin kendi aralarındaki o 'kan davası' ve 'namus' temalı sert hesaplaşmaları,
Anadolu’nun o kadim ve sert kanunlarını belgeler. Bir gece yarısı vadi kenarında gerçekleştirilen o
sarsıcı yüzleşme ve Kendal’ın kendi kazdığı kuyuya düşmesi, adaletin kanla arandığı sinematik bir
zirvedir. Şehrin üzerine çöken o ağır toz bulutu ve ardından gelen sağanak yağmur, karakterlerin
arınma sürecini temsil eden duyusal detaylardır. Ebru’nun, dört çocuğuyla birlikte konağın
bahçesinde kurduğu o büyük yer sofrasında verdiği o vakur poz, bir kadının küllerinden yeniden
doğuşunu simgeler. Finalde, tüm sırların mahalle meydanında ifşa olduğu ve konağın kapılarının
sonsuza dek kapandığı o huzurlu kare, adaletin yerini bulacağını vurgulayan hüzünlü bir kapanış
sunar. Fırat’ın suları, bu 'karagül' hikayesinin hatırasını ebediyen o derinliklerde saklayacaktır.",Polisiye,2013.0,karagül,False,4
Çalgı Çengi,"Ankara’nın dumanlı düğün salonlarında ve pavyon kulislerinde sahne alan iki
müzisyen kuzenin ( Gürkan ve Taner), bir gece yarısı sahne arkasında şahit oldukları bir cinayetle
altüst olan hayatları anlatılır. Karakterlerin sığındığı o derme çatma, pencereleri naylonla kaplı
gecekondu evi ile peşlerindeki mafyanın o yüksek teknolojili, cam duvarlı lüks rezidansları arasındaki
tezatlık, karakterlerin aidiyet sorgulamasını belgeler. Kuzenlerin, cesetten kurtulmak için girdikleri o
sinsi ve komik planlar hikayedeki en büyük kırılma noktasıdır. Ankara’nın o meşhur pazar yerleri, izbe
depolar ve gece yarısı sirenlerin yankılandığı ıssız meydanlar, aksiyonun zirve noktalarıdır.
Karakterlerin kendi aralarındaki 'müzisyen raconu' ve birbirlerine duydukları sarsılmaz sadakat, Türk
insanının o sönmeyen neşesini belgeler. Bir gün holding binasının otoparkında gerçekleştirilen o
büyük çatışma ve ekibin kendi ayağına dolanan o sinsi planları, hayatta kalmanın ne kadar şans eseri
olduğunu gösteren duyusal detaylardır. Şehrin üzerine çöken akşam sisi ve vapurların değil de
sirenlerin o acı sesi, bitmek bilmeyen bir mücadelenin sembolleridir. Karakterlerin aynaya
baktıklarında o eski neşeli hallerini değil de yorgun birer 'suç ortağı' görmeleri, ruhsal bir çöküşün
sinematik kanıtıdır. Final sahnelerinde, tüm yalanların dürüstlükle temizlendiği ve iki kuzenin mahalle
meydanında omuz omuza yürüyüp uzaklara baktıkları o huzurlu kare, başarının şatafatta değil birlikte
gülmekte olduğunu vurgulayan neşeli bir kapanış sunar. Ankara’nın akşam ışıkları, bu efsanevi
'sakarlar'ın yeni yolunu müjdelercesine ufukta parlar.",Aksiyon,2010.0,çalgı çengi,False,0
Dönence (dizi),"Foça’nın masmavi denizi, beyaz badanalı taş evleri ve rüzgarda uğuldayan
zeytinlikleri arasında geçen bu duygusal dram, otizmli kız kardeşi Gülce ile birlikte yeni bir hayata
başlamak zorunda kalan Gece’nin hikayesiyle start alır. Gece’nin Foça’daki o her köşesi huzur kokan
sahil evi, onun o güne kadar yaşadığı İstanbul kaosuna karşı duran doğal bir ayna gibidir; Gülce’nin
odasındaki o özel düzenlenmiş eşyalar ise kardeşler arasındaki o sarsılmaz bağı yansıtan birer güven
kalesidir. Gece’nin, kardeşi için kendi hayallerinden ve müzik grubundan vazgeçmesi hikayedeki en
büyük kırılma noktasıdır. Foça’nın o samimi pazar yerindeki fısıltılar, dumanlı balıkçı kahveleri ve sahil
kenarında yapılan o 'özel' eğitim seansları, karakterlerin üzerindeki toplumsal baskıyı artıran
atmosferik detaylardır. Özgür’ün, kendi kardeşiyle benzer bir kaderi paylaşıp Gece’ye uzattığı o
yardım eli, iki yaralı ruhun birbirini iyileştirmeye başladığı hüzünlü birer ayna işlevi görür.
Karakterlerin kendi iç dünyalarındaki o 'bağımsızlık' ve 'sorumluluk' temalı sarsıcı hesaplaşmaları,
Foça’nın o eşsiz gün batımları altında yapılan dertleşmelerde vücut bulur. Bir gün Gülce’nin denizde
kaybolması veya büyük bir kriz geçirmesi, tüm kasaba halkını tek vücut haline getiren ve dayanışma
duygusunun zirveye çıktığı duygusal bir zirve noktasıdır. Şehrin neon ışıklı yolları ile Foça’nın o dingin
doğası arasındaki tezatlık, karakterlerin aidiyet sorgulamasını belgeler. Bir kaza sonrası hastane
koridorunda bekleyen Gece’nin o çaresiz hali ve ardından gelen büyük bir bağışlanma haberi,
dramaturjinin en yüksek katmanını oluşturur. Karakterlerin birbirlerine duydukları sarsılmaz sadakat
ve zor anlarda sergiledikleri dayanışma, sevginin her türlü engeli aşacağını kanıtlar. Finalde, Gece ve
Gülce’nin sahil kenarında el ele yürürken çekilen o son kareleri, gerçek mutluluğun bir 'dönence' gibi
her zaman sevgiye döneceğini vurgulayan umut dolu bir kapanış sunar. Foça’nın güneşi, bu iki temiz
ruhun üzerine doğarak sonsuz bir huzuru müjdeler.",Romantik,2023.0,dönence,False,5
Şendul Şaban,"1980'li yılların geçim derdiyle boğuşan İstanbul’unda, bir yandan işten atılan
Şaban’ın, diğer yandan ise karısının çalışmaya başlamasıyla ev işlerini üstlenen 'şendul' bir babanın
komik hikayesi anlatılır. Şaban’ın ( Kemal Sunal), o her sabah pazar çantasıyla çıktığı mütevazı evi ve
elindeki ekmek torbası, karakterin o güne kadar kurduğu o saf dünyasını yansıtan bir ayna gibidir;
ancak bir gece yarısı evine gelen faturanın büyüklüğü bu huzuru bozan en büyük kırılma noktasıdır.
Karakterin, ev işlerini yapmak veya mahalle bakkalına olan borcunu ödemek için girdiği o absürt
girişimler hikayedeki en büyük komik zirvelerdir. Mahalle kahvehanesindeki dumanlı sohbetler, pazar
yerindeki neşeli atışmalar ve sahil kenarında yapılan o 'geçmişin hesabı' temalı yürüyüşler,
dramaturjiyi besleyen atmosferik detaylardır. Karakterlerin kendi aralarındaki 'kadın mı erkek mi
üstündür?' temalı sert ama bir o kadar da mizahi hesaplaşmaları, toplumsal rollerin yarattığı o ironik
aynayı yansıtır. Bir gün aileden birinin başına gelen bir hastalık veya ekonomik kriz haberi, tüm fertleri
tek vücut haline getiren sarsıcı bir zirve noktası yaratır. Şehrin lüks restoranlarındaki o sakar halleri ve
holding binalarının önündeki şaşkın duruşları, sınıf farkının en acı sinematik resmidir. Final
sahnelerinde, tüm yalanların dürüstlükle temizlendiği ve ailenin bahçedeki büyük bir sofrada bir araya
gelip güldüğü o huzurlu kare, birliğin her türlü fırtınayı yeneceğini vurgulayan umut dolu bir kapanış
sunar. İstanbul’un akşam güneşi, bu 'has mahalleli' insanların samimi gülümsemesiyle parlayarak
huzurlu bir hayatın kapılarını aralar.",Komedi,1985.0,şendul şaban,False,3
Kanatsız Kuşlar,"İstanbul’un yoksul bir mahallesinde derme çatma bir evde yaşayan fedakar
bir annenin ( Nefise), çocuklarını korumak için zengin bir ailenin malikanesine 'bakıcı' olarak
girmesiyle başlayan bu dram, iki farklı dünyanın çarpışmasını konu alır. Nefise’nin yaşadığı o rutubetli,
pencereleri rüzgar alan gecekondu evi, onun hayata karşı duyduğu o büyük kırgınlığı ve yalnızlığını
yansıtan hüzünlü bir ayna gibidir; öte yanda zengin ailenin malikanesi ise bu masumiyete karşı duran
tekinsiz birer yalanlar kalesidir. Nefise’nin, malikanenin veliahdı olan yakışıklı bir adama (Muzaffer)
aşık olması ve bu aşk uğruna çocuklarını saklamak zorunda kalması hikayedeki en büyük kırılma
noktasıdır. Malikanenin kristal avizeleri, yüksek tavanlı salonları ve her adımda yankılanan o soğuk
mermer koridorları, karakterler için birer hapishane atmosferi sunar. Çocukların, annelerini uzaktan
izledikleri o yağmurlu akşamüstü sahneleri ve bir park köşesinde yenen o kuru ekmek, dramaturjinin
en hüzünlü ve sarsıcı katmanlarını oluşturur. Karakterlerin kendi aralarındaki o 'kanatsız kuşlar' temalı
hıçkırık dolu pazarlıkları, sevginin bir sahip olma arzusuna dönüşmesini belgeler. Bir gün ailenin en
büyük sırrının bir video kaydıyla tüm yalıda yankılanması, hikayeyi bir aile dramasından sarsıcı bir
intikam savaşına taşır. Şehrin lüks restoranlarındaki o sahte pırıltılar ile mahalle bakkalındaki o
samimi duruş arasındaki tezatlık, karakterin aidiyet sorgulamasını simgeler. Bir kaza veya pusu sonrası
hastane koridorunda bekleyen o sessiz ve gerilimli grup, sadakatin ne kadar ağır bir bedeli olduğunu
gösteren sinematik zirvelerdir. Nefise’nın, aynaya baktığında o eski dürüst yüzünü bir daha
görememesi, ruhsal bir çöküşün sinematik kanıtıdır. Finalde, tüm yalanların dürüstlükle temizlendiği
ve Nefise’nin çocuklarıyla birlikte denize bakarak gülümsediği o huzurlu kare, adaletin ancak sevgiyle
tecelli edeceğini vurgulayan sarsıcı bir kapanış sunar. İstanbul’un akşam ışıkları, bu 'kanatsız' kuşların
yeni yolunu müjdelercesine ufukta parlar.",Dram,2017.0,kanatsız kuşlar,False,1
Büyük Yalan,"Muğla’nın o binlerce yıllık tarih kokan, zeytin ağaçlarıyla çevrili ve sarsılmaz
törelerle örülü topraklarında, iki düşman ailenin çocuklarının aşkı etrafında dönen bu epik dram, bir
bebek değişimi yalanının gölgesinde başlar. Konağın o yüksek, taş duvarlı ve meşalelerle aydınlanan
koridorları, karakterlerin birbirlerine söyledikleri o sinsi yalanları ve sakladıkları günahları yansıtan
ürkütücü bir ayna gibidir; tarladaki o kavurucu güneş ise gerçeğin o sarsıcı çıplaklığını simgeler.
Karakterlerden birinin, ailesinin onurunu korumak adına kendi çocuğunu başka bir aileye vermesi
hikayedeki en büyük ve trajik kırılma noktasıdır. Aradan geçen yirmi yılın ardından bu büyük yalanın
bir mektupla ortaya dökülme tehlikesi, konağın o sessiz salonlarını birer savaş alanına dönüştüren
atmosferik detaylar sunar. Genç aşıkların, aslında kardeş olduklarını sanarak yaşadıkları o büyük
duygusal yıkım, karakterlerin aynadaki yansımasına bakamadığı sarsıcı birer zirve noktasıdır. Şehrin
yerel pazar yerleri, tozlu yolları ve gece yarısı ay ışığında parlayan vadileri, bu büyük 'yalanın' izlerinin
sürüldüğü tekinsiz mekanlara dönüşür. Hanımağanın, sırrı saklamak adına işlediği o yeni günahlar ve
ardından gelen vicdan azabı, dramaturjinin en yüksek katmanını oluşturur. Karakterlerin kendi
aralarındaki o 'namus' ve 'aidiyet' temalı sert hesaplaşmaları, Anadolu’nun o kadim ve sert
kanunlarını belgeler. Bir gece yarısı vadi kenarında gerçekleştirilen o son ve büyük hesaplaşma, tüm
yalanların kanla yıkandığı sinematik bir zirvedir. Karakterlerin gerçek annelerine 'anne' diyemedikleri
o hüzünlü anlar, izleyicinin yüreğine dokunan duyusal detaylardır. Şehrin üzerine çöken o ağır toz
bulutu ve ardından gelen sağanak yağmur, bir arınma değil bir veda hissi uyandırır. Finalde, tüm
sırların mahalle meydanında ifşa olduğu ve konağın kapılarının sonsuza dek kapandığı o son sahne, bir
yalan üzerine kurulan hayatların nasıl kül olduğunu vurgulayan sarsıcı bir kapanış sunar. Muğla’nın
akşam sisi, bu büyük trajedinin ve yarım kalan aşkın izlerini ebediyen o topraklar arasında
saklayacaktır.",Dram,2004.0,büyük yalan,False,1
